-4.855441,-9.461885,4.1180267,01-15 15:01:23:629,Walking
-2.7006595,-8.312668,5.90889,01-15 15:01:23:634,Walking
-0.6799533,-7.5082164,6.042965,01-15 15:01:23:639,Walking
1.2354081,-6.7708025,4.9320555,01-15 15:01:23:645,Walking
2.3175871,-6.2728086,4.76925,01-15 15:01:23:651,Walking
3.4763808,-5.717354,3.8307228,01-15 15:01:23:655,Walking
4.5202527,-5.046977,2.3558946,01-15 15:01:23:660,Walking
5.6886234,-3.86903,1.0247183,01-15 15:01:23:665,Walking
6.83784,-2.7868507,0.6799533,01-15 15:01:23:670,Walking
8.111555,-2.585738,0.7278373,01-15 15:01:23:675,Walking
9.270349,-2.4133554,0.63206923,01-15 15:01:23:680,Walking
10.850522,-1.9057846,0.22026655,01-15 15:01:23:685,Walking
12.708423,-1.9919758,0.17238252,01-15 15:01:23:691,Walking
13.397953,-2.2888567,1.436521,01-15 15:01:23:695,Walking
12.631808,-2.633622,2.135628,01-15 15:01:23:699,Walking
10.553641,-3.7732618,2.9592333,01-15 15:01:23:704,Walking
10.208876,-4.309563,3.6391866,01-15 15:01:23:709,Walking
10.371682,-4.3287168,4.548983,01-15 15:01:23:715,Walking
9.892841,-4.4436383,5.899313,01-15 15:01:23:720,Walking
9.193734,-4.903325,6.981492,01-15 15:01:23:725,Walking
8.264784,-5.401319,7.249643,01-15 15:01:23:730,Walking
7.642292,-5.6120086,6.9240313,01-15 15:01:23:735,Walking
7.7667904,-5.650316,6.4643445,01-15 15:01:23:740,Walking
7.7667904,-5.650316,6.4643445,01-15 15:01:23:745,Walking
8.0445175,-6.5122285,6.215348,01-15 15:01:23:750,Walking
8.274361,-6.9240313,6.339846,01-15 15:01:23:755,Walking
7.833828,-7.240066,7.2209125,01-15 15:01:23:760,Walking
7.4124484,-7.431602,7.9870567,01-15 15:01:23:765,Walking
7.651869,-7.5465236,8.954314,01-15 15:01:23:770,Walking
7.5944076,-7.6135616,9.165004,01-15 15:01:23:775,Walking
7.7189064,-6.9144545,8.446744,01-15 15:01:23:780,Walking
7.795521,-6.5122285,6.579266,01-15 15:01:23:785,Walking
7.479486,-6.789956,3.6774938,01-15 15:01:23:789,Walking
7.4028716,-6.531382,0.9672575,01-15 15:01:23:794,Walking
7.6710224,-5.602432,0.40222588,01-15 15:01:23:799,Walking
7.747637,-4.7309427,2.1260512,01-15 15:01:23:804,Walking
7.489063,-4.76925,3.5051112,01-15 15:01:23:810,Walking
7.1251445,-5.66947,3.7541082,01-15 15:01:23:815,Walking
6.397307,-6.2632318,3.821146,01-15 15:01:23:819,Walking
5.66947,-6.8761473,3.8977604,01-15 15:01:23:824,Walking
4.7309427,-7.7189064,3.6391866,01-15 15:01:23:829,Walking
3.5338416,-8.446744,3.1794999,01-15 15:01:23:834,Walking
3.0550013,-8.619126,1.9153614,01-15 15:01:23:839,Walking
2.8634653,-8.236053,0.6799533,01-15 15:01:23:845,Walking
3.2082303,-7.9870567,-0.23942018,01-15 15:01:23:849,Walking
3.8115692,-8.475474,0.4213795,01-15 15:01:23:854,Walking
3.964798,-9.059659,0.11492168,01-15 15:01:23:860,Walking
3.8498764,-9.11712,0.9959879,01-15 15:01:23:864,Walking
4.098873,-9.433155,1.7429788,01-15 15:01:23:869,Walking
4.9224787,-9.911995,2.4133554,01-15 15:01:23:874,Walking
5.717354,-10.247183,3.7445314,01-15 15:01:23:879,Walking
6.7133417,-10.28549,5.1906295,01-15 15:01:23:884,Walking
8.101978,-9.471462,5.410896,01-15 15:01:23:889,Walking
9.337387,-8.552089,3.2082303,01-15 15:01:23:895,Walking
9.959879,-7.07726,0.8714894,01-15 15:01:23:900,Walking
10.515334,-5.305551,0.1436521,01-15 15:01:23:905,Walking
11.587936,-5.209783,-0.29688102,01-15 15:01:23:910,Walking
11.894394,-5.592855,-0.6512229,01-15 15:01:23:914,Walking
11.693281,-5.9759274,-0.038307227,01-15 15:01:23:920,Walking
11.616667,-6.4164605,0.8714894,01-15 15:01:23:924,Walking
11.530476,-6.8282633,1.1204864,01-15 15:01:23:929,Walking
11.683704,-7.4124484,0.6607997,01-15 15:01:23:935,Walking
